filename,filepath,label,writer_id,generator,generation_type,reference_used,reference_based,generation_batch,split
14-10.tif,..\processed_dataset\genuine\14.0\14-10.png,0,14.0,Human,genuine,No,0,,train
15-01.tif,..\processed_dataset\genuine\15.0\15-01.png,0,15.0,Human,genuine,No,0,,train
15-02.tif,..\processed_dataset\genuine\15.0\15-02.png,0,15.0,Human,genuine,No,0,,train
15-03.tif,..\processed_dataset\genuine\15.0\15-03.png,0,15.0,Human,genuine,No,0,,train
15-04.tif,..\processed_dataset\genuine\15.0\15-04.png,0,15.0,Human,genuine,No,0,,train
15-05.tif,..\processed_dataset\genuine\15.0\15-05.png,0,15.0,Human,genuine,No,0,,train
15-06.tif,..\processed_dataset\genuine\15.0\15-06.png,0,15.0,Human,genuine,No,0,,train
15-07.tif,..\processed_dataset\genuine\15.0\15-07.png,0,15.0,Human,genuine,No,0,,train
15-08.tif,..\processed_dataset\genuine\15.0\15-08.png,0,15.0,Human,genuine,No,0,,train
15-09.tif,..\processed_dataset\genuine\15.0\15-09.png,0,15.0,Human,genuine,No,0,,train
16-01.tif,..\processed_dataset\genuine\16.0\16-01.png,0,16.0,Human,genuine,No,0,,train
16-02.tif,..\processed_dataset\genuine\16.0\16-02.png,0,16.0,Human,genuine,No,0,,train
16-03.tif,..\processed_dataset\genuine\16.0\16-03.png,0,16.0,Human,genuine,No,0,,train
16-04.tif,..\processed_dataset\genuine\16.0\16-04.png,0,16.0,Human,genuine,No,0,,train
16-05.tif,..\processed_dataset\genuine\16.0\16-05.png,0,16.0,Human,genuine,No,0,,train
16-06.tif,..\processed_dataset\genuine\16.0\16-06.png,0,16.0,Human,genuine,No,0,,train
16-07.tif,..\processed_dataset\genuine\16.0\16-07.png,0,16.0,Human,genuine,No,0,,train
16-08.tif,..\processed_dataset\genuine\16.0\16-08.png,0,16.0,Human,genuine,No,0,,train
16-09.tif,..\processed_dataset\genuine\16.0\16-09.png,0,16.0,Human,genuine,No,0,,train
16-10.tif,..\processed_dataset\genuine\16.0\16-10.png,0,16.0,Human,genuine,No,0,,train
17-01.tif,..\processed_dataset\genuine\17.0\17-01.png,0,17.0,Human,genuine,No,0,,train
17-02.tif,..\processed_dataset\genuine\17.0\17-02.png,0,17.0,Human,genuine,No,0,,train
17-03.tif,..\processed_dataset\genuine\17.0\17-03.png,0,17.0,Human,genuine,No,0,,train
17-04.tif,..\processed_dataset\genuine\17.0\17-04.png,0,17.0,Human,genuine,No,0,,train
17-05.tif,..\processed_dataset\genuine\17.0\17-05.png,0,17.0,Human,genuine,No,0,,train
17-06.tif,..\processed_dataset\genuine\17.0\17-06.png,0,17.0,Human,genuine,No,0,,train
17-07.tif,..\processed_dataset\genuine\17.0\17-07.png,0,17.0,Human,genuine,No,0,,train
17-08.tif,..\processed_dataset\genuine\17.0\17-08.png,0,17.0,Human,genuine,No,0,,train
17-09.tif,..\processed_dataset\genuine\17.0\17-09.png,0,17.0,Human,genuine,No,0,,train
17-10.tif,..\processed_dataset\genuine\17.0\17-10.png,0,17.0,Human,genuine,No,0,,train
18-01.tif,..\processed_dataset\genuine\18.0\18-01.png,0,18.0,Human,genuine,No,0,,train
18-02.tif,..\processed_dataset\genuine\18.0\18-02.png,0,18.0,Human,genuine,No,0,,train
18-03.tif,..\processed_dataset\genuine\18.0\18-03.png,0,18.0,Human,genuine,No,0,,train
18-04.tif,..\processed_dataset\genuine\18.0\18-04.png,0,18.0,Human,genuine,No,0,,train
18-05.tif,..\processed_dataset\genuine\18.0\18-05.png,0,18.0,Human,genuine,No,0,,train
18-06.tif,..\processed_dataset\genuine\18.0\18-06.png,0,18.0,Human,genuine,No,0,,train
18-07.tif,..\processed_dataset\genuine\18.0\18-07.png,0,18.0,Human,genuine,No,0,,train
18-08.tif,..\processed_dataset\genuine\18.0\18-08.png,0,18.0,Human,genuine,No,0,,train
18-09.tif,..\processed_dataset\genuine\18.0\18-09.png,0,18.0,Human,genuine,No,0,,train
18-10.tif,..\processed_dataset\genuine\18.0\18-10.png,0,18.0,Human,genuine,No,0,,train
19-01.tif,..\processed_dataset\genuine\19.0\19-01.png,0,19.0,Human,genuine,No,0,,train
19-02.tif,..\processed_dataset\genuine\19.0\19-02.png,0,19.0,Human,genuine,No,0,,train
19-03.tif,..\processed_dataset\genuine\19.0\19-03.png,0,19.0,Human,genuine,No,0,,train
19-04.tif,..\processed_dataset\genuine\19.0\19-04.png,0,19.0,Human,genuine,No,0,,train
19-05.tif,..\processed_dataset\genuine\19.0\19-05.png,0,19.0,Human,genuine,No,0,,train
19-06.tif,..\processed_dataset\genuine\19.0\19-06.png,0,19.0,Human,genuine,No,0,,train
19-07.tif,..\processed_dataset\genuine\19.0\19-07.png,0,19.0,Human,genuine,No,0,,train
19-08.tif,..\processed_dataset\genuine\19.0\19-08.png,0,19.0,Human,genuine,No,0,,train
19-09.tif,..\processed_dataset\genuine\19.0\19-09.png,0,19.0,Human,genuine,No,0,,train
19-10.tif,..\processed_dataset\genuine\19.0\19-10.png,0,19.0,Human,genuine,No,0,,train
2-01.tif,..\processed_dataset\genuine\2.0\2-01.png,0,2.0,Human,genuine,No,0,,train
2-02.tif,..\processed_dataset\genuine\2.0\2-02.png,0,2.0,Human,genuine,No,0,,train
2-03.tif,..\processed_dataset\genuine\2.0\2-03.png,0,2.0,Human,genuine,No,0,,train
2-04.tif,..\processed_dataset\genuine\2.0\2-04.png,0,2.0,Human,genuine,No,0,,train
2-05.tif,..\processed_dataset\genuine\2.0\2-05.png,0,2.0,Human,genuine,No,0,,train
2-06.tif,..\processed_dataset\genuine\2.0\2-06.png,0,2.0,Human,genuine,No,0,,train
2-07.tif,..\processed_dataset\genuine\2.0\2-07.png,0,2.0,Human,genuine,No,0,,train
2-08.tif,..\processed_dataset\genuine\2.0\2-08.png,0,2.0,Human,genuine,No,0,,train
2-09.tif,..\processed_dataset\genuine\2.0\2-09.png,0,2.0,Human,genuine,No,0,,train
2-10.tif,..\processed_dataset\genuine\2.0\2-10.png,0,2.0,Human,genuine,No,0,,train
20-01.tif,..\processed_dataset\genuine\20.0\20-01.png,0,20.0,Human,genuine,No,0,,train
20-02.tif,..\processed_dataset\genuine\20.0\20-02.png,0,20.0,Human,genuine,No,0,,train
20-03.tif,..\processed_dataset\genuine\20.0\20-03.png,0,20.0,Human,genuine,No,0,,train
20-04.tif,..\processed_dataset\genuine\20.0\20-04.png,0,20.0,Human,genuine,No,0,,train
20-05.tif,..\processed_dataset\genuine\20.0\20-05.png,0,20.0,Human,genuine,No,0,,train
20-06.tif,..\processed_dataset\genuine\20.0\20-06.png,0,20.0,Human,genuine,No,0,,train
21-01.tif,..\processed_dataset\genuine\21.0\21-01.png,0,21.0,Human,genuine,No,0,,test
21-02.tif,..\processed_dataset\genuine\21.0\21-02.png,0,21.0,Human,genuine,No,0,,test
21-03.tif,..\processed_dataset\genuine\21.0\21-03.png,0,21.0,Human,genuine,No,0,,test
21-04.tif,..\processed_dataset\genuine\21.0\21-04.png,0,21.0,Human,genuine,No,0,,test
21-05.tif,..\processed_dataset\genuine\21.0\21-05.png,0,21.0,Human,genuine,No,0,,test
21-06.tif,..\processed_dataset\genuine\21.0\21-06.png,0,21.0,Human,genuine,No,0,,test
21-07.tif,..\processed_dataset\genuine\21.0\21-07.png,0,21.0,Human,genuine,No,0,,test
21-08.tif,..\processed_dataset\genuine\21.0\21-08.png,0,21.0,Human,genuine,No,0,,test
21-09.tif,..\processed_dataset\genuine\21.0\21-09.png,0,21.0,Human,genuine,No,0,,test
21-10.tif,..\processed_dataset\genuine\21.0\21-10.png,0,21.0,Human,genuine,No,0,,test
22-01.tif,..\processed_dataset\genuine\22.0\22-01.png,0,22.0,Human,genuine,No,0,,train
22-02.tif,..\processed_dataset\genuine\22.0\22-02.png,0,22.0,Human,genuine,No,0,,train
22-03.tif,..\processed_dataset\genuine\22.0\22-03.png,0,22.0,Human,genuine,No,0,,train
22-04.tif,..\processed_dataset\genuine\22.0\22-04.png,0,22.0,Human,genuine,No,0,,train
22-05.tif,..\processed_dataset\genuine\22.0\22-05.png,0,22.0,Human,genuine,No,0,,train
22-06.tif,..\processed_dataset\genuine\22.0\22-06.png,0,22.0,Human,genuine,No,0,,train
22-07.tif,..\processed_dataset\genuine\22.0\22-07.png,0,22.0,Human,genuine,No,0,,train
22-08.tif,..\processed_dataset\genuine\22.0\22-08.png,0,22.0,Human,genuine,No,0,,train
22-09.tif,..\processed_dataset\genuine\22.0\22-09.png,0,22.0,Human,genuine,No,0,,train
22-10.tif,..\processed_dataset\genuine\22.0\22-10.png,0,22.0,Human,genuine,No,0,,train
23-01.tif,..\processed_dataset\genuine\23.0\23-01.png,0,23.0,Human,genuine,No,0,,train
23-02.tif,..\processed_dataset\genuine\23.0\23-02.png,0,23.0,Human,genuine,No,0,,train
23-03.tif,..\processed_dataset\genuine\23.0\23-03.png,0,23.0,Human,genuine,No,0,,train
23-04.tif,..\processed_dataset\genuine\23.0\23-04.png,0,23.0,Human,genuine,No,0,,train
23-05.tif,..\processed_dataset\genuine\23.0\23-05.png,0,23.0,Human,genuine,No,0,,train
23-06.tif,..\processed_dataset\genuine\23.0\23-06.png,0,23.0,Human,genuine,No,0,,train
23-07.tif,..\processed_dataset\genuine\23.0\23-07.png,0,23.0,Human,genuine,No,0,,train
23-08.tif,..\processed_dataset\genuine\23.0\23-08.png,0,23.0,Human,genuine,No,0,,train
23-09.tif,..\processed_dataset\genuine\23.0\23-09.png,0,23.0,Human,genuine,No,0,,train
23-10.tif,..\processed_dataset\genuine\23.0\23-10.png,0,23.0,Human,genuine,No,0,,train
25-01.tif,..\processed_dataset\genuine\24.0\25-01.png,0,24.0,Human,genuine,No,0,,train
25-02.tif,..\processed_dataset\genuine\24.0\25-02.png,0,24.0,Human,genuine,No,0,,train
25-03.tif,..\processed_dataset\genuine\24.0\25-03.png,0,24.0,Human,genuine,No,0,,train
25-04.tif,..\processed_dataset\genuine\24.0\25-04.png,0,24.0,Human,genuine,No,0,,train
25-05.tif,..\processed_dataset\genuine\24.0\25-05.png,0,24.0,Human,genuine,No,0,,train
25-06.tif,..\processed_dataset\genuine\24.0\25-06.png,0,24.0,Human,genuine,No,0,,train
25-07.tif,..\processed_dataset\genuine\24.0\25-07.png,0,24.0,Human,genuine,No,0,,train
25-08.tif,..\processed_dataset\genuine\24.0\25-08.png,0,24.0,Human,genuine,No,0,,train
25-09.tif,..\processed_dataset\genuine\24.0\25-09.png,0,24.0,Human,genuine,No,0,,train
25-10.tif,..\processed_dataset\genuine\24.0\25-10.png,0,24.0,Human,genuine,No,0,,train
26-01.tif,..\processed_dataset\genuine\25.0\26-01.png,0,25.0,Human,genuine,No,0,,train
26-02.tif,..\processed_dataset\genuine\25.0\26-02.png,0,25.0,Human,genuine,No,0,,train
26-03.tif,..\processed_dataset\genuine\25.0\26-03.png,0,25.0,Human,genuine,No,0,,train
26-04.tif,..\processed_dataset\genuine\25.0\26-04.png,0,25.0,Human,genuine,No,0,,train
26-05.tif,..\processed_dataset\genuine\25.0\26-05.png,0,25.0,Human,genuine,No,0,,train
26-06.tif,..\processed_dataset\genuine\25.0\26-06.png,0,25.0,Human,genuine,No,0,,train
26-07.tif,..\processed_dataset\genuine\25.0\26-07.png,0,25.0,Human,genuine,No,0,,train
26-08.tif,..\processed_dataset\genuine\25.0\26-08.png,0,25.0,Human,genuine,No,0,,train
26-09.tif,..\processed_dataset\genuine\25.0\26-09.png,0,25.0,Human,genuine,No,0,,train
26-10.tif,..\processed_dataset\genuine\25.0\26-10.png,0,25.0,Human,genuine,No,0,,train
27-01.tif,..\processed_dataset\genuine\26.0\27-01.png,0,26.0,Human,genuine,No,0,,train
27-02.tif,..\processed_dataset\genuine\26.0\27-02.png,0,26.0,Human,genuine,No,0,,train
27-03.tif,..\processed_dataset\genuine\26.0\27-03.png,0,26.0,Human,genuine,No,0,,train
27-04.tif,..\processed_dataset\genuine\26.0\27-04.png,0,26.0,Human,genuine,No,0,,train
27-05.tif,..\processed_dataset\genuine\26.0\27-05.png,0,26.0,Human,genuine,No,0,,train
27-06.tif,..\processed_dataset\genuine\26.0\27-06.png,0,26.0,Human,genuine,No,0,,train
27-07.tif,..\processed_dataset\genuine\26.0\27-07.png,0,26.0,Human,genuine,No,0,,train
27-08.tif,..\processed_dataset\genuine\26.0\27-08.png,0,26.0,Human,genuine,No,0,,train
27-09.tif,..\processed_dataset\genuine\26.0\27-09.png,0,26.0,Human,genuine,No,0,,train
27-10.tif,..\processed_dataset\genuine\26.0\27-10.png,0,26.0,Human,genuine,No,0,,train
28-01.tif,..\processed_dataset\genuine\27.0\28-01.png,0,27.0,Human,genuine,No,0,,test
28-02.tif,..\processed_dataset\genuine\27.0\28-02.png,0,27.0,Human,genuine,No,0,,test
28-03.tif,..\processed_dataset\genuine\27.0\28-03.png,0,27.0,Human,genuine,No,0,,test
28-04.tif,..\processed_dataset\genuine\27.0\28-04.png,0,27.0,Human,genuine,No,0,,test
28-05.tif,..\processed_dataset\genuine\27.0\28-05.png,0,27.0,Human,genuine,No,0,,test
28-06.tif,..\processed_dataset\genuine\27.0\28-06.png,0,27.0,Human,genuine,No,0,,test
28-07.tif,..\processed_dataset\genuine\27.0\28-07.png,0,27.0,Human,genuine,No,0,,test
28-08.tif,..\processed_dataset\genuine\27.0\28-08.png,0,27.0,Human,genuine,No,0,,test
28-09.tif,..\processed_dataset\genuine\27.0\28-09.png,0,27.0,Human,genuine,No,0,,test
28-10.tif,..\processed_dataset\genuine\27.0\28-10.png,0,27.0,Human,genuine,No,0,,test
29-01.tif,..\processed_dataset\genuine\28.0\29-01.png,0,28.0,Human,genuine,No,0,,test
29-02.tif,..\processed_dataset\genuine\28.0\29-02.png,0,28.0,Human,genuine,No,0,,test
29-03.tif,..\processed_dataset\genuine\28.0\29-03.png,0,28.0,Human,genuine,No,0,,test
29-04.tif,..\processed_dataset\genuine\28.0\29-04.png,0,28.0,Human,genuine,No,0,,test
29-05.tif,..\processed_dataset\genuine\28.0\29-05.png,0,28.0,Human,genuine,No,0,,test
29-06.tif,..\processed_dataset\genuine\28.0\29-06.png,0,28.0,Human,genuine,No,0,,test
29-07.tif,..\processed_dataset\genuine\28.0\29-07.png,0,28.0,Human,genuine,No,0,,test
29-08.tif,..\processed_dataset\genuine\28.0\29-08.png,0,28.0,Human,genuine,No,0,,test
29-09.tif,..\processed_dataset\genuine\28.0\29-09.png,0,28.0,Human,genuine,No,0,,test
29-10.tif,..\processed_dataset\genuine\28.0\29-10.png,0,28.0,Human,genuine,No,0,,test
30-01.tif,..\processed_dataset\genuine\29.0\30-01.png,0,29.0,Human,genuine,No,0,,train
30-02.tif,..\processed_dataset\genuine\29.0\30-02.png,0,29.0,Human,genuine,No,0,,train
30-03.tif,..\processed_dataset\genuine\29.0\30-03.png,0,29.0,Human,genuine,No,0,,train
30-04.tif,..\processed_dataset\genuine\29.0\30-04.png,0,29.0,Human,genuine,No,0,,train
30-05.tif,..\processed_dataset\genuine\29.0\30-05.png,0,29.0,Human,genuine,No,0,,train
30-06.tif,..\processed_dataset\genuine\29.0\30-06.png,0,29.0,Human,genuine,No,0,,train
30-07.tif,..\processed_dataset\genuine\29.0\30-07.png,0,29.0,Human,genuine,No,0,,train
30-08.tif,..\processed_dataset\genuine\29.0\30-08.png,0,29.0,Human,genuine,No,0,,train
30-09.tif,..\processed_dataset\genuine\29.0\30-09.png,0,29.0,Human,genuine,No,0,,train
30-10.tif,..\processed_dataset\genuine\29.0\30-10.png,0,29.0,Human,genuine,No,0,,train
3-01.tif,..\processed_dataset\genuine\3.0\3-01.png,0,3.0,Human,genuine,No,0,,test
3-02.tif,..\processed_dataset\genuine\3.0\3-02.png,0,3.0,Human,genuine,No,0,,test
3-03.tif,..\processed_dataset\genuine\3.0\3-03.png,0,3.0,Human,genuine,No,0,,test
3-04.tif,..\processed_dataset\genuine\3.0\3-04.png,0,3.0,Human,genuine,No,0,,test
3-05.tif,..\processed_dataset\genuine\3.0\3-05.png,0,3.0,Human,genuine,No,0,,test
3-06.tif,..\processed_dataset\genuine\3.0\3-06.png,0,3.0,Human,genuine,No,0,,test
3-07.tif,..\processed_dataset\genuine\3.0\3-07.png,0,3.0,Human,genuine,No,0,,test
3-08.tif,..\processed_dataset\genuine\3.0\3-08.png,0,3.0,Human,genuine,No,0,,test
3-09.tif,..\processed_dataset\genuine\3.0\3-09.png,0,3.0,Human,genuine,No,0,,test
3-10.tif,..\processed_dataset\genuine\3.0\3-10.png,0,3.0,Human,genuine,No,0,,test
30-01.tif,..\processed_dataset\genuine\30.0\30-01.png,0,30.0,Human,genuine,No,0,,train
30-02.tif,..\processed_dataset\genuine\30.0\30-02.png,0,30.0,Human,genuine,No,0,,train
30-03.tif,..\processed_dataset\genuine\30.0\30-03.png,0,30.0,Human,genuine,No,0,,train
30-04.tif,..\processed_dataset\genuine\30.0\30-04.png,0,30.0,Human,genuine,No,0,,train
30-05.tif,..\processed_dataset\genuine\30.0\30-05.png,0,30.0,Human,genuine,No,0,,train
30-06.tif,..\processed_dataset\genuine\30.0\30-06.png,0,30.0,Human,genuine,No,0,,train
30-07.tif,..\processed_dataset\genuine\30.0\30-07.png,0,30.0,Human,genuine,No,0,,train
30-08.tif,..\processed_dataset\genuine\30.0\30-08.png,0,30.0,Human,genuine,No,0,,train
30-09.tif,..\processed_dataset\genuine\30.0\30-09.png,0,30.0,Human,genuine,No,0,,train
30-10.tif,..\processed_dataset\genuine\30.0\30-10.png,0,30.0,Human,genuine,No,0,,train
31-01.tif,..\processed_dataset\genuine\31.0\31-01.png,0,31.0,Human,genuine,No,0,,train
31-02.tif,..\processed_dataset\genuine\31.0\31-02.png,0,31.0,Human,genuine,No,0,,train
31-03.tif,..\processed_dataset\genuine\31.0\31-03.png,0,31.0,Human,genuine,No,0,,train
31-04.tif,..\processed_dataset\genuine\31.0\31-04.png,0,31.0,Human,genuine,No,0,,train
31-05.tif,..\processed_dataset\genuine\31.0\31-05.png,0,31.0,Human,genuine,No,0,,train
31-06.tif,..\processed_dataset\genuine\31.0\31-06.png,0,31.0,Human,genuine,No,0,,train
31-07.tif,..\processed_dataset\genuine\31.0\31-07.png,0,31.0,Human,genuine,No,0,,train
31-08.tif,..\processed_dataset\genuine\31.0\31-08.png,0,31.0,Human,genuine,No,0,,train
31-09.tif,..\processed_dataset\genuine\31.0\31-09.png,0,31.0,Human,genuine,No,0,,train
31-10.tif,..\processed_dataset\genuine\31.0\31-10.png,0,31.0,Human,genuine,No,0,,train
32-01.tif,..\processed_dataset\genuine\32.0\32-01.png,0,32.0,Human,genuine,No,0,,train
32-02.tif,..\processed_dataset\genuine\32.0\32-02.png,0,32.0,Human,genuine,No,0,,train
32-03.tif,..\processed_dataset\genuine\32.0\32-03.png,0,32.0,Human,genuine,No,0,,train
32-04.tif,..\processed_dataset\genuine\32.0\32-04.png,0,32.0,Human,genuine,No,0,,train
32-05.tif,..\processed_dataset\genuine\32.0\32-05.png,0,32.0,Human,genuine,No,0,,train
32-06.tif,..\processed_dataset\genuine\32.0\32-06.png,0,32.0,Human,genuine,No,0,,train
32-07.tif,..\processed_dataset\genuine\32.0\32-07.png,0,32.0,Human,genuine,No,0,,train
32-08.tif,..\processed_dataset\genuine\32.0\32-08.png,0,32.0,Human,genuine,No,0,,train
32-09.tif,..\processed_dataset\genuine\32.0\32-09.png,0,32.0,Human,genuine,No,0,,train
32-10.tif,..\processed_dataset\genuine\32.0\32-10.png,0,32.0,Human,genuine,No,0,,train
33-01.tif,..\processed_dataset\genuine\33.0\33-01.png,0,33.0,Human,genuine,No,0,,train
33-02.tif,..\processed_dataset\genuine\33.0\33-02.png,0,33.0,Human,genuine,No,0,,train
33-03.tif,..\processed_dataset\genuine\33.0\33-03.png,0,33.0,Human,genuine,No,0,,train
33-04.tif,..\processed_dataset\genuine\33.0\33-04.png,0,33.0,Human,genuine,No,0,,train
33-05.tif,..\processed_dataset\genuine\33.0\33-05.png,0,33.0,Human,genuine,No,0,,train
33-06.tif,..\processed_dataset\genuine\33.0\33-06.png,0,33.0,Human,genuine,No,0,,train
33-07.tif,..\processed_dataset\genuine\33.0\33-07.png,0,33.0,Human,genuine,No,0,,train
33-08.tif,..\processed_dataset\genuine\33.0\33-08.png,0,33.0,Human,genuine,No,0,,train
33-09.tif,..\processed_dataset\genuine\33.0\33-09.png,0,33.0,Human,genuine,No,0,,train
33-10.tif,..\processed_dataset\genuine\33.0\33-10.png,0,33.0,Human,genuine,No,0,,train
34-01.tif,..\processed_dataset\genuine\34.0\34-01.png,0,34.0,Human,genuine,No,0,,train
34-02.tif,..\processed_dataset\genuine\34.0\34-02.png,0,34.0,Human,genuine,No,0,,train
34-03.tif,..\processed_dataset\genuine\34.0\34-03.png,0,34.0,Human,genuine,No,0,,train
