filename,filepath,label,writer_id,generator,generation_type,reference_used,reference_based,generation_batch,split,width,height,mode,format,file_size_kb,bg_mean,bg_std,img_mean,img_std,exact_hash,phash
B-S-1-G-02.tif,..\dataset\genuine\1\B-S-1-G-02.tif,0,1,Human,genuine,No,0,,,997,289,L,TIFF,281.6689453125,255.0,0.0,249.29700867307807,37.70595017089675,83804a511ae419100a287705c619fc37,1111111111111111000011110000001100010111111111111111111111111111
B-S-1-G-03.tif,..\dataset\genuine\1\B-S-1-G-03.tif,0,1,Human,genuine,No,0,,,1001,289,L,TIFF,282.7978515625,255.0,0.0,249.25985778926955,37.82574561243776,bc2dc720343f421d592690590e270b81,1111111111111111000011110000001110000011111111111111111111111111
B-S-1-G-04.tif,..\dataset\genuine\1\B-S-1-G-04.tif,0,1,Human,genuine,No,0,,,1032,292,L,TIFF,294.5703125,255.0,0.0,248.94114367633003,38.836820448962655,ea8ddc1d074a55c1acf0ed029ec832d3,1111111111111111101011110000001110000011110100111111111111111111
B-S-1-G-05.tif,..\dataset\genuine\1\B-S-1-G-05.tif,0,1,Human,genuine,No,0,,,997,292,L,TIFF,284.58984375,255.0,0.0,249.31005344801528,37.66378736919139,64637ede61b0235b49a102ed93d8db65,1111111111111111111111110000111100000011110000111111111111111111
B-S-1-G-06.tif,..\dataset\genuine\1\B-S-1-G-06.tif,0,1,Human,genuine,No,0,,,1001,292,L,TIFF,285.73046875,255.0,0.0,249.4296285905875,37.27486648884726,41e5a3c1cc438a81f11ce126115cd77b,1111111111111111000011110000001100000011111111111111111111111111
B-S-1-G-07.tif,..\dataset\genuine\1\B-S-1-G-07.tif,0,1,Human,genuine,No,0,,,1032,292,L,TIFF,294.5703125,255.0,0.0,249.60203289264098,36.70617881889128,fd8118d746d7e64bb697482b2eb113bc,1111111111111111000011110000001110000111111111111111111111111111
B-S-1-G-08.tif,..\dataset\genuine\1\B-S-1-G-08.tif,0,1,Human,genuine,No,0,,,998,292,L,TIFF,284.875,254.99098302687412,1.5163267594077707,249.4863871578774,37.08869569246732,b1e4c75ffb47252f20a2a92a1a31e031,1111111111111111011111110000011100000011111100111111111111111111
B-S-1-G-09.tif,..\dataset\genuine\1\B-S-1-G-09.tif,0,1,Human,genuine,No,0,,,1000,292,L,TIFF,285.4453125,255.0,0.0,249.69652397260273,36.390376873744025,4204572ef2ce06e2737e5a8bbc37766e,1111111111111111011111110000011100000111111111111111111111111111
B-S-1-G-10.tif,..\dataset\genuine\1\B-S-1-G-10.tif,0,1,Human,genuine,No,0,,,1032,292,L,TIFF,294.5703125,255.0,0.0,249.50048781459063,37.04228628205773,d04f10c9651c79277aba2bb60d8cb46e,1111111101111111000011110000011111000111111111111111111111111111
10-01.tif,..\dataset\genuine\10\10-01.tif,0,10,Human,genuine,No,0,,,999,279,P,TIFF,274.189453125,255.0,0.0,250.27732033108379,34.37993037105287,5df0466e89efef55e7e747e496a57a83,1111111111111111100000111000011111100111111111111111111111111111
10-02.tif,..\dataset\genuine\10\10-02.tif,0,10,Human,genuine,No,0,,,951,279,P,TIFF,261.111328125,255.0,0.0,248.3445835170675,40.655093587230866,fa4820e54d35aecd01b3668c4a93eadb,1111111111111111100000011100000111001001111001111111111111111111
10-03.tif,..\dataset\genuine\10\10-03.tif,0,10,Human,genuine,No,0,,,949,279,P,TIFF,260.56640625,255.0,0.0,248.21594887657636,41.035468643940234,8ded6ed4d9b57033ec9fa4a78fe5e32a,1111111111111111100001111000000111000001111011111110011111111111
10-04.tif,..\dataset\genuine\10\10-04.tif,0,10,Human,genuine,No,0,,,1000,278,P,TIFF,273.484375,255.0,0.0,249.67435251798562,36.46474443638654,9b2da432e9a09197755fe6faa3787d70,1111111111111111100011111000001111000011111011111111111111111111
10-05.tif,..\dataset\genuine\10\10-05.tif,0,10,Human,genuine,No,0,,,950,278,P,TIFF,259.91015625,255.0,0.0,248.4063044301401,40.47116935605253,ecab7f17b1b2afb7fbce5df0a88b0175,1111111111011111110001111100000111001001111001111111111111111111
10-06.tif,..\dataset\genuine\10\10-06.tif,0,10,Human,genuine,No,0,,,949,278,P,TIFF,259.638671875,255.0,0.0,248.3819582900592,40.54383010965277,1ed487354a2eb479e6a324e1b5831311,1111111111111111110001111100000111001001111001111111111111111111
10-07.tif,..\dataset\genuine\10\10-07.tif,0,10,Human,genuine,No,0,,,1000,278,P,TIFF,273.484375,255.0,0.0,248.93503597122302,38.85591381846231,717d129aae49da35bb2a27ca6f469f01,1111111111111111100000111100001111000011111011111111011111111111
10-08.tif,..\dataset\genuine\10\10-08.tif,0,10,Human,genuine,No,0,,,951,278,P,TIFF,260.181640625,255.0,0.0,248.89646642307605,38.976248408370054,70f53949118f31aee5601efe873b1944,1111111111111111110001111100000111001001111001111111111111111111
10-09.tif,..\dataset\genuine\10\10-09.tif,0,10,Human,genuine,No,0,,,948,278,P,TIFF,259.3671875,255.0,0.0,248.20468308897185,41.068594818801266,fdc3e3da7d3d181a0aeefe9708932597,1111111111111111110001111100000111001001111011111110011111111111
10-10.tif,..\dataset\genuine\10\10-10.tif,0,10,Human,genuine,No,0,,,1000,278,P,TIFF,273.484375,255.0,0.0,249.4138489208633,37.326444262759836,52ade3dbb50005123e6b509ab1a0d6ed,1111111111101111100000011100001111101111111101111111111111111111
100-01.tif,..\dataset\genuine\100\100-01.tif,0,100,Human,genuine,No,0,,,1050,289,P,TIFF,298.392578125,255.0,0.0,249.27058823529413,37.79118734348591,de1fb0434388957f2708ee672967eb87,1111111111111111100011110000011100001111111111111111111111111111
100-02.tif,..\dataset\genuine\100\100-02.tif,0,100,Human,genuine,No,0,,,999,289,P,TIFF,283.9609375,255.0,0.0,248.52587881999648,40.11217590517286,3aca7b2941edfd1a3056eee7ab6d83ad,1111111111111011100000110000011111111111111111111111111111111111
100-03.tif,..\dataset\genuine\100\100-03.tif,0,100,Human,genuine,No,0,,,1001,289,P,TIFF,284.525390625,255.0,0.0,248.03373097490746,41.56765205383433,5dc39e864ae13a865fd4699965600607,1111111111111111111111010000000110001011111111111111111111111111
100-04.tif,..\dataset\genuine\100\100-04.tif,0,100,Human,genuine,No,0,,,1050,290,P,TIFF,299.41796875,255.0,0.0,248.7836945812808,39.32576037045693,12e598a37e1d81367704d867a5c6066b,1111111111111111100000110000001111111111111111111111111111111111
100-05.tif,..\dataset\genuine\100\100-05.tif,0,100,Human,genuine,No,0,,,999,290,P,TIFF,284.935546875,255.0,0.0,248.83954644299473,39.153090159121895,d1df976d5af764f2c99f16d95883226a,1111111111111111111000011000001110001111111111111111111111111111
100-06.tif,..\dataset\genuine\100\100-06.tif,0,100,Human,genuine,No,0,,,1001,290,P,TIFF,285.501953125,255.0,0.0,248.54791759964175,40.04561954559255,bf4e23b84ffb41e3ce7c4e78fd49b5ec,1111111111111111100000010000001111111111111111111111111111111111
100-07.tif,..\dataset\genuine\100\100-07.tif,0,100,Human,genuine,No,0,,,1050,289,P,TIFF,298.392578125,255.0,0.0,249.44789915966388,37.215049248179874,c3ae3a202f709eab1bcbc89026338881,1111111111111111100000111000001111111111111111111111111111111111
100-08.tif,..\dataset\genuine\100\100-08.tif,0,100,Human,genuine,No,0,,,999,289,P,TIFF,283.9609375,255.0,0.0,247.63292704469174,42.712174373061,85aad5d6a4edf97e04e15f14f83e8d22,1111111111111111111010011000000110000011111111111111111111111111
100-09.tif,..\dataset\genuine\100\100-09.tif,0,100,Human,genuine,No,0,,,1001,289,P,TIFF,284.525390625,255.0,0.0,247.518070165129,43.0338568320128,5b3aa471e5492033b27b62199334533a,1111111111111111100000011000000110111111111111111111111111111111
100-10.tif,..\dataset\genuine\100\100-10.tif,0,100,Human,genuine,No,0,,,1050,291,P,TIFF,300.443359375,255.0,0.0,249.61541482572412,36.66163474180225,3c25f5307a2b5790aef93ca200252874,1111111111111111100000111000001110111111111111111111111111111111
11-01.tif,..\dataset\genuine\11\11-01.tif,0,11,Human,genuine,No,0,,,1000,279,P,TIFF,274.4609375,255.0,0.0,250.84048387096774,32.30131635824686,03504267fab807166392a350dc8a3a99,1111111111111111100001111000001110010111111111111111111111111111
11-02.tif,..\dataset\genuine\11\11-02.tif,0,11,Human,genuine,No,0,,,951,279,P,TIFF,261.111328125,255.0,0.0,250.4474068043825,33.76662790504382,a4eeb6845b5b502fbbbca35ecdee4672,1111111111111111110001111000001111010011111111111111111111111111
11-03.tif,..\dataset\genuine\11\11-03.tif,0,11,Human,genuine,No,0,,,950,279,P,TIFF,260.837890625,255.0,0.0,250.20594227504245,34.633823502379165,0dc1fb61821bacf413a36aa4f0042bd5,1111111111111111100000111000001111010111111111111111111111111111
11-04.tif,..\dataset\genuine\11\11-04.tif,0,11,Human,genuine,No,0,,,1000,278,P,TIFF,273.484375,255.0,0.0,250.19994604316545,34.65506082817173,06068d41e6be219502ac7cae01f0e538,1111111111111111110111111000001111000011111111111111111111111111
11-05.tif,..\dataset\genuine\11\11-05.tif,0,11,Human,genuine,No,0,,,951,278,P,TIFF,260.181640625,255.0,0.0,250.49083130971565,33.60811529593816,f66527e9975c24737b4fcc611e24a138,1111111111111111111111111000001110000011111111111111111111111111
11-06.tif,..\dataset\genuine\11\11-06.tif,0,11,Human,genuine,No,0,,,951,278,P,TIFF,260.181640625,255.0,0.0,250.6470848557747,33.030977756109934,169e2d8fee113d5d0be2f41103dde3cf,1111111111111111110011111100001111000011111111111111111111111111
11-07.tif,..\dataset\genuine\11\11-07.tif,0,11,Human,genuine,No,0,,,1000,278,P,TIFF,273.484375,255.0,0.0,250.71361510791368,32.781931792359465,efcdc85a7394517746136100e39aa74d,1111111111111111110000111000001111000111111111111111111111111111
11-08.tif,..\dataset\genuine\11\11-08.tif,0,11,Human,genuine,No,0,,,951,278,P,TIFF,260.181640625,255.0,0.0,250.48697319746725,33.622231093808594,66ef7d57c93fec16cb81579cd55b1563,1111111111111111110000111100001111000111111111111111111111111111
11-09.tif,..\dataset\genuine\11\11-09.tif,0,11,Human,genuine,No,0,,,950,278,P,TIFF,259.91015625,255.0,0.0,250.2524233244983,34.46871868757478,e19314bc6ff0b9d3f8a047168a2fd2b1,1111111111111111110010111100000111000011111111111111111111111111
11-10.tif,..\dataset\genuine\11\11-10.tif,0,11,Human,genuine,No,0,,,1001,278,P,TIFF,273.755859375,255.0,0.0,251.0193763071461,31.610341293532986,7cb4091f21b31ec797b8ac324ba7c7ea,1111111111111111110000111100001111010111111111111111111111111111
12-01.tif,..\dataset\genuine\12\12-01.tif,0,12,Human,genuine,No,0,,,999,279,P,TIFF,274.189453125,255.0,0.0,248.8125760168771,39.23657605028014,9033559c3d39f2af4f50bc178dc077bb,1111111111111111100001111000011110010111111111111111111111111111
12-02.tif,..\dataset\genuine\12\12-02.tif,0,12,Human,genuine,No,0,,,951,279,P,TIFF,261.111328125,255.0,0.0,247.62858564273034,42.72438310235972,2c646ccacb8c8eab156427dc51806b62,1111111111111111100000111000000111100001111110111111111111111111
12-03.tif,..\dataset\genuine\12\12-03.tif,0,12,Human,genuine,No,0,,,951,279,P,TIFF,261.111328125,255.0,0.0,247.21820833757334,43.86115128951111,5292c1031f0ca0f0618fcaabffd98bb1,1111111111101111100000111000001111100011111111111111111111111111
12-04.tif,..\dataset\genuine\12\12-04.tif,0,12,Human,genuine,No,0,,,1000,278,P,TIFF,273.484375,255.0,0.0,248.53143884892086,40.095396371153754,fb1fde67f7ebb79d9ff7373990806771,1111111111111111110000111000000111000001111111111111111111111111
12-05.tif,..\dataset\genuine\12\12-05.tif,0,12,Human,genuine,No,0,,,951,278,P,TIFF,260.181640625,255.0,0.0,248.0158523023852,41.61945871620234,470784755fcd8863c3411e7733ba0894,1111111111111111111011011000000111000001111011111111111111111111
12-06.tif,..\dataset\genuine\12\12-06.tif,0,12,Human,genuine,No,0,,,950,278,P,TIFF,259.91015625,255.0,0.0,247.69469897765998,42.53803401274797,2ef087c523fa8cdd4ab10f39e1a76c34,1111111111111111100100111000001110000011111111111111111111111111
12-07.tif,..\dataset\genuine\12\12-07.tif,0,12,Human,genuine,No,0,,,999,278,P,TIFF,273.212890625,255.0,0.0,248.15585369542205,41.21183044987096,61c670b2b7d8c7f3aacd678ae623913a,1111111111111111110011111100000111000001111111111111111111111111
12-08.tif,..\dataset\genuine\12\12-08.tif,0,12,Human,genuine,No,0,,,952,278,P,TIFF,260.453125,255.0,0.0,248.23227132579652,40.987420759475164,f355358e53c398cc30d980845ebf5ce2,1111111111111111110011111000000111100001111111111111111111111111
12-09.tif,..\dataset\genuine\12\12-09.tif,0,12,Human,genuine,No,0,,,950,278,P,TIFF,259.91015625,255.0,0.0,247.87525558500568,42.024372010115265,e2dc94f4631f950f22e826dd33bb1b60,1111111111111111100000111000001110000011111111111111111111111111
12-10.tif,..\dataset\genuine\12\12-10.tif,0,12,Human,genuine,No,0,,,999,278,P,TIFF,273.212890625,255.0,0.0,247.94558947436644,41.82236215438321,52e9cd7813eec8b25807dca0018f4542,1111111111111111110011111100000111000001111111111111111111111111
13-01.tif,..\dataset\genuine\13\13-01.tif,0,13,Human,genuine,No,0,,,1000,278,P,TIFF,273.484375,255.0,0.0,250.57419064748203,33.30155546618282,73923ee55e1d8b4e67a44e9e2bd7ba03,1111111111111111100111111000011110000111111111111111111111111111
13-02.tif,..\dataset\genuine\13\13-02.tif,0,13,Human,genuine,No,0,,,950,278,P,TIFF,259.91015625,255.0,0.0,247.97856872396818,41.727263009021726,3197a95b7109e0243029dc4c155c21a7,1111111111111111100000111000000111000011111011111111111111111111
13-03.tif,..\dataset\genuine\13\13-03.tif,0,13,Human,genuine,No,0,,,950,278,P,TIFF,259.91015625,255.0,0.0,248.94411207875805,38.82753715344374,f574d2d5a8956fb9dedc001713319201,1111111111111111100001111000001111000011111111111111111111111111
13-04.tif,..\dataset\genuine\13\13-04.tif,0,13,Human,genuine,No,0,,,1000,278,P,TIFF,273.484375,255.0,0.0,249.71654676258993,36.32307389838681,83153b10765c5dca2dc2bad909bedba4,1111111111111111110111111000001111000011110011111111111111111111
13-05.tif,..\dataset\genuine\13\13-05.tif,0,13,Human,genuine,No,0,,,951,278,P,TIFF,260.181640625,255.0,0.0,248.80194267299095,39.26943727325894,109040649246f1bf511752527b7befeb,1111111111111111110111111000001111000011110011111111111111111111
13-06.tif,..\dataset\genuine\13\13-06.tif,0,13,Human,genuine,No,0,,,949,278,P,TIFF,259.638671875,255.0,0.0,249.19966871602824,38.01895099038082,86443c8236f97d45fab3ac28f31a084e,1111111111111111100111111000001111000011110011111111111111111111
13-07.tif,..\dataset\genuine\13\13-07.tif,0,13,Human,genuine,No,0,,,1000,278,P,TIFF,273.484375,255.0,0.0,248.96255395683454,38.769807663735705,1a6dd374dc1ef7a8527a43ed5f158c5a,1111111111111111110011111100001111000011111011111111111111111111
13-08.tif,..\dataset\genuine\13\13-08.tif,0,13,Human,genuine,No,0,,,950,278,P,TIFF,259.91015625,255.0,0.0,248.79638394547518,39.2866038459914,f66d55946cfcf638de53e73df0ac8ed8,1111111111111111111111111000000111000001111011111111111111111111
13-09.tif,..\dataset\genuine\13\13-09.tif,0,13,Human,genuine,No,0,,,949,278,P,TIFF,259.638671875,255.0,0.0,249.37364965772377,37.45748949284251,4f48a186203bd05098a3fcfcb6813688,1111111111111111100011111000001111000011111111111111111111111111
13-10.tif,..\dataset\genuine\13\13-10.tif,0,13,Human,genuine,No,0,,,1000,278,P,TIFF,273.484375,255.0,0.0,249.2037949640288,38.00574024214821,5ea6e6e612f8f2b7dafdfd7049b2e58d,1111111111111111110111111100001111000011111011111111111111111111
14-01.tif,..\dataset\genuine\14\14-01.tif,0,14,Human,genuine,No,0,,,999,279,P,TIFF,274.189453125,255.0,0.0,250.9625754787045,31.831469588524996,bcd19eda9d29952f885caf5f995591a4,1111111111111111100001111000011111110111111111111111111111111111
14-02.tif,..\dataset\genuine\14\14-02.tif,0,14,Human,genuine,No,0,,,950,279,P,TIFF,260.837890625,255.0,0.0,250.37911714770797,34.014299478305574,513a40d0a3fd0c5b75d14056d17cac15,1111111111111111110000111000001111010011111111111111111111111111
14-03.tif,..\dataset\genuine\14\14-03.tif,0,14,Human,genuine,No,0,,,952,279,P,TIFF,261.3828125,255.0,0.0,249.65821812596005,36.51875879996968,1d5cba0892566a65b7af4cb5d3880fd1,1111111111111111110100111000001111000011111111111111111111111111
14-04.tif,..\dataset\genuine\14\14-04.tif,0,14,Human,genuine,No,0,,,999,278,P,TIFF,273.212890625,255.0,0.0,250.82501566314517,32.36032310847654,fe2bb1d53b84df9231303aeb8e14a540,1111111111111111110101111000001110000011111111111111111111111111
14-05.tif,..\dataset\genuine\14\14-05.tif,0,14,Human,genuine,No,0,,,950,278,P,TIFF,259.91015625,255.0,0.0,250.05834911018553,35.152539927946655,c8497ff408fb956d4ff0ac013b75cba2,1111111111111111110010111100000111000001111111111111111111111111
14-06.tif,..\dataset\genuine\14\14-06.tif,0,14,Human,genuine,No,0,,,951,278,P,TIFF,260.181640625,255.0,0.0,249.86678165354152,35.81369497489047,c9ccb946b5420a631991b64c3a799447,1111111111111111110110111100001111000011111111111111111111111111
14-07.tif,..\dataset\genuine\14\14-07.tif,0,14,Human,genuine,No,0,,,998,278,P,TIFF,272.94140625,255.0,0.0,250.79509738902266,32.47412754534631,a711ba5b2d2eb1a5ee5026b7343c2ec3,1111111111111111110011111100001111000011111111111111111111111111
14-08.tif,..\dataset\genuine\14\14-08.tif,0,14,Human,genuine,No,0,,,951,278,P,TIFF,260.181640625,255.0,0.0,250.48697319746725,33.622231093808594,e1673711d300343a72f0b41148d4a96d,1111111111111111110011111100001111000011111111111111111111111111
14-09.tif,..\dataset\genuine\14\14-09.tif,0,14,Human,genuine,No,0,,,950,278,P,TIFF,259.91015625,255.0,0.0,249.9106209769027,35.66356504962833,5181ab770520b70b0ce636f93b17d9df,1111111111111111110100111000001110000011111111111111111111111111
14-10.tif,..\dataset\genuine\14\14-10.tif,0,14,Human,genuine,No,0,,,999,277,P,TIFF,272.23828125,255.0,0.0,250.5629817543175,33.34295310461446,36385c5d5bb320fb4f56edcbbd8a21e6,1111111111111111110100111100001111000011111111111111111111111111
15-01.tif,..\dataset\genuine\15\15-01.tif,0,15,Human,genuine,No,0,,,1011,298,P,TIFF,296.240234375,255.0,0.0,246.21611933164718,46.50519337487058,005ec7422582f0847eb8d8da741bc3d5,1111111111111111001000111000000110000011110011111110111111111111
15-02.tif,..\dataset\genuine\15\15-02.tif,0,15,Human,genuine,No,0,,,1011,298,P,TIFF,296.240234375,255.0,0.0,245.94188755899867,47.19925075106084,76b16db0222ced629e26cc5c7eca4d87,1111111111111111100010111000000110000001111001111111011111111111
15-03.tif,..\dataset\genuine\15\15-03.tif,0,15,Human,genuine,No,0,,,1068,298,P,TIFF,312.8671875,255.0,0.0,246.29392579745118,46.306081605223994,cd05af94a9cd5b6fca8e83a3436e9236,1111111111111111001000111000000110000001111001111111111111111111
15-04.tif,..\dataset\genuine\15\15-04.tif,0,15,Human,genuine,No,0,,,1010,295,P,TIFF,292.982421875,255.0,0.0,246.69741567377076,45.25733196615005,401b1f4587466471f399858947372060,1111111111111111011111110000000100000001100010111110111111111111
15-05.tif,..\dataset\genuine\15\15-05.tif,0,15,Human,genuine,No,0,,,1012,295,P,TIFF,293.55859375,255.0,0.0,246.02281101359952,46.99567287990005,3139277ef8765efaa54864aac00991f2,1111111111111111001111110000000110000001100011011110111111111111
15-06.tif,..\dataset\genuine\15\15-06.tif,0,15,Human,genuine,No,0,,,1067,295,P,TIFF,309.451171875,255.0,0.0,246.04322272171302,46.944162009246064,9baef55560dd0027aba2e0d7fa937659,1111111101111111000100110000000110000001110010011100111111111111
15-07.tif,..\dataset\genuine\15\15-07.tif,0,15,Human,genuine,No,0,,,1011,298,P,TIFF,296.240234375,255.0,0.0,246.19495947264653,46.559173057377194,bf0b5f60544259d22889fd87bbd73537,1111111111111111000010010000000110000001111001011111111111111111
15-08.tif,..\dataset\genuine\15\15-08.tif,0,15,Human,genuine,No,0,,,1068,298,P,TIFF,312.8671875,255.0,0.0,246.79709297941332,44.993928553319435,cd0f8c156189556d2afe4f742e5a3cb0,1111111111111111000100111000000110001001110011111111111111111111
15-09.tif,..\dataset\genuine\15\15-09.tif,0,15,Human,genuine,No,0,,,1066,297,P,TIFF,311.244140625,255.0,0.0,246.0009570375424,47.05075112244786,d7008d450aec07aabfece03662508f2f,1111111111111111000100110000000100000001101011111110111111111111
15-10.tif,..\dataset\genuine\15\15-10.tif,0,15,Human,genuine,No,0,,,1066,297,P,TIFF,311.244140625,255.0,0.0,246.0009570375424,47.05075112244786,d7008d450aec07aabfece03662508f2f,1111111111111111000100110000000100000001101011111110111111111111
16-01.tif,..\dataset\genuine\16\16-01.tif,0,16,Human,genuine,No,0,,,1009,297,P,TIFF,294.673828125,254.9911996134732,1.4980057134490776,247.91262476098947,41.91717784118038,a767b6d51da6feb3e4f75c76e756ce06,1111111111111111100111111000000110000001100011111111111111111111
16-02.tif,..\dataset\genuine\16\16-02.tif,0,16,Human,genuine,No,0,,,1012,297,P,TIFF,295.54296875,255.0,0.0,247.9344831716373,41.85433386377815,6c0ebe3c864b1d81bc1313f0a98eb168,1111111111011111100111111000000110000001110111111111111111111111
16-03.tif,..\dataset\genuine\16\16-03.tif,0,16,Human,genuine,No,0,,,1068,297,P,TIFF,311.82421875,255.0,0.0,248.2301952105323,40.993535641937086,f1a702fbba515c37529c98584197b7a7,1111111111111111100111111000000110000011101111111111111111111111
16-04.tif,..\dataset\genuine\16\16-04.tif,0,16,Human,genuine,No,0,,,1010,296,P,TIFF,293.96875,255.0,0.0,247.6483643296762,42.668730340887684,903c7a48f4ab4e6416ad7bf68bdeed85,1111111111011111110000011000000010000001110111111111111111111111
16-05.tif,..\dataset\genuine\16\16-05.tif,0,16,Human,genuine,No,0,,,1011,296,P,TIFF,294.2578125,255.0,0.0,246.95008621381024,44.58617390529601,7202e5ee8f03f7fa06d5d4bb611623c2,1111111111011111100111111000000010000001100111111111111111111111
16-06.tif,..\dataset\genuine\16\16-06.tif,0,16,Human,genuine,No,0,,,1068,296,P,TIFF,310.78125,255.0,0.0,247.94839432128757,41.81428350962884,c2611295581704dccaead159d826dc31,1111111110011111100000110000000110000001111111111111111111111111
16-07.tif,..\dataset\genuine\16\16-07.tif,0,16,Human,genuine,No,0,,,1068,296,L,TIFF,309.0078125,255.0,0.0,247.94839432128757,41.81428350962884,7c798ae9e724edda8668edda2c7a84a7,1111111110011111100000110000000110000001111111111111111111111111
16-08.tif,..\dataset\genuine\16\16-08.tif,0,16,Human,genuine,No,0,,,1011,297,P,TIFF,295.25390625,255.0,0.0,247.18695361128596,43.94636657620154,817b23485a428e34bdf3429d5259a07c,1111111111011111100000011000000110011111111111111111111111111111
16-09.tif,..\dataset\genuine\16\16-09.tif,0,16,Human,genuine,No,0,,,1068,297,P,TIFF,311.82421875,255.0,0.0,247.80411795861235,42.22758816461447,3862419c613bfddc22eacb9e2227db9b,1111111110011111100001110000000110000001111111111111111111111111
16-10.tif,..\dataset\genuine\16\16-10.tif,0,16,Human,genuine,No,0,,,1009,297,P,TIFF,294.673828125,255.0,0.0,247.48375729545205,43.129432934668394,37d6c111df81730e1079660b7ab530e1,1111111111011111100000011000000110001001111111111111111111111111
17-01.tif,..\dataset\genuine\17\17-01.tif,0,17,Human,genuine,No,0,,,970,279,P,TIFF,266.287109375,255.0,0.0,250.67886043675867,32.91228253253683,da608bb0a1602fde4277a8cb3c31780c,1111111111111111000001110000011111111111111111111111111111111111
17-02.tif,..\dataset\genuine\17\17-02.tif,0,17,Human,genuine,No,0,,,969,279,P,TIFF,266.015625,255.0,0.0,250.445199019053,33.77466562625672,edf1b3182f97057f936371ea12dc44cd,1111111110000011000000111001011111111111111111111111111111111111
17-03.tif,..\dataset\genuine\17\17-03.tif,0,17,Human,genuine,No,0,,,1022,279,P,TIFF,280.455078125,255.0,0.0,250.63937461860573,33.05970989798125,39003759a9f251699a77af11a5819f1c,1111111111111111100000011000001111111111111111111111111111111111
17-04.tif,..\dataset\genuine\17\17-04.tif,0,17,Human,genuine,No,0,,,970,280,P,TIFF,267.234375,255.0,0.0,250.2389359351988,34.51671487113395,3871a9aa191474ea321bc07adf51e98f,1111111110000011000000111111111111111111111111111111111111111111
17-05.tif,..\dataset\genuine\17\17-05.tif,0,17,Human,genuine,No,0,,,970,280,P,TIFF,267.234375,255.0,0.0,250.15537555228278,34.812481211894024,ecf5e9479bb26077a0955ecd7a8ded7a,1111111111011111000000110001001111111111111111111111111111111111
