path,source,true_label,predicted_label,confidence
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/12/image_08.jpeg,Gemini,AI,Real,0.5756044983863831
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/12/image_09.jpeg,Gemini,AI,Real,0.6296088695526123
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/13/image_01.jpeg,Gemini,AI,Real,0.5039330720901489
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/13/image_02.jpeg,Gemini,AI,Real,0.6263424158096313
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/13/image_03.jpeg,Gemini,AI,Real,0.630658745765686
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/13/image_04.jpeg,Gemini,AI,Real,0.5988069176673889
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/13/image_05.jpeg,Gemini,AI,Real,0.5915923714637756
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/13/image_06.jpeg,Gemini,AI,Real,0.6306097507476807
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/13/image_07.jpeg,Gemini,AI,Real,0.7607041001319885
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/13/image_08.jpeg,Gemini,AI,Real,0.6673039197921753
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/13/image_09.jpeg,Gemini,AI,Real,0.6811496019363403
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/14/image_01.jpeg,Gemini,AI,AI,0.6669641733169556
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/14/image_02.jpeg,Gemini,AI,AI,0.752106249332428
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/14/image_03.jpeg,Gemini,AI,AI,0.7149006724357605
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/14/image_04.jpeg,Gemini,AI,AI,0.8732244372367859
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/14/image_05.jpeg,Gemini,AI,AI,0.6557332277297974
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/14/image_06.jpeg,Gemini,AI,AI,0.5973590612411499
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/14/image_07.jpeg,Gemini,AI,AI,0.8276059627532959
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/14/image_08.jpeg,Gemini,AI,AI,0.7553292512893677
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/14/image_09.jpeg,Gemini,AI,AI,0.7875151038169861
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/15/image_01.jpeg,Gemini,AI,Real,0.6345844268798828
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/15/image_02.jpeg,Gemini,AI,AI,0.5347221493721008
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/15/image_03.jpeg,Gemini,AI,AI,0.5323195457458496
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/15/image_04.jpeg,Gemini,AI,Real,0.6134695410728455
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/15/image_05.jpeg,Gemini,AI,AI,0.6334304213523865
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/15/image_06.jpeg,Gemini,AI,AI,0.555904746055603
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/15/image_07.jpeg,Gemini,AI,Real,0.6862252950668335
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/15/image_08.jpeg,Gemini,AI,Real,0.6227126121520996
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/15/image_09.jpeg,Gemini,AI,AI,0.750318169593811
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/16/image_01.jpeg,Gemini,AI,Real,0.662416934967041
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/16/image_02.jpeg,Gemini,AI,Real,0.637794554233551
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/16/image_03.jpeg,Gemini,AI,AI,0.5147956013679504
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/16/image_04.jpeg,Gemini,AI,AI,0.5919707417488098
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/16/image_05.jpeg,Gemini,AI,Real,0.5823782682418823
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/16/image_06.jpeg,Gemini,AI,Real,0.5418669581413269
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/16/image_07.jpeg,Gemini,AI,AI,0.520254909992218
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/16/image_08.jpeg,Gemini,AI,AI,0.6147537231445312
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/16/image_09.jpeg,Gemini,AI,Real,0.5896456837654114
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/17/image_01.jpeg,Gemini,AI,Real,0.772639274597168
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/17/image_02.jpeg,Gemini,AI,Real,0.7201780080795288
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/17/image_03.jpeg,Gemini,AI,Real,0.6364241242408752
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/17/image_04.jpeg,Gemini,AI,Real,0.6419004201889038
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/17/image_05.jpeg,Gemini,AI,Real,0.7147776484489441
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/17/image_06.jpeg,Gemini,AI,Real,0.5633854866027832
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/17/image_07.jpeg,Gemini,AI,Real,0.6802330017089844
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/17/image_08.jpeg,Gemini,AI,Real,0.7346479296684265
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/17/image_09.jpeg,Gemini,AI,Real,0.5890493392944336
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/18/image_01.jpeg,Gemini,AI,Real,0.741919994354248
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/18/image_02.jpeg,Gemini,AI,Real,0.6040629744529724
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/18/image_03.jpeg,Gemini,AI,Real,0.6926413178443909
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/18/image_04.jpeg,Gemini,AI,Real,0.6247996091842651
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/18/image_05.jpeg,Gemini,AI,Real,0.647196352481842
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/18/image_06.jpeg,Gemini,AI,Real,0.7261468172073364
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/18/image_07.jpeg,Gemini,AI,Real,0.7125272750854492
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/18/image_08.jpeg,Gemini,AI,Real,0.7349425554275513
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/18/image_09.jpeg,Gemini,AI,Real,0.6727859377861023
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/19/image_01.jpeg,Gemini,AI,Real,0.7877116799354553
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/19/image_02.jpeg,Gemini,AI,AI,0.6320319771766663
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/19/image_03.jpeg,Gemini,AI,AI,0.6745559573173523
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/19/image_04.jpeg,Gemini,AI,AI,0.5005977749824524
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/19/image_05.jpeg,Gemini,AI,AI,0.6323723196983337
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/19/image_06.jpeg,Gemini,AI,Real,0.5398650169372559
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/19/image_07.jpeg,Gemini,AI,Real,0.5281912088394165
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/19/image_08.jpeg,Gemini,AI,AI,0.7076529264450073
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/19/image_09.jpeg,Gemini,AI,Real,0.6580718755722046
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/2/image_01.jpeg,Gemini,AI,Real,0.7515442967414856
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/2/image_02.jpeg,Gemini,AI,Real,0.777141809463501
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/2/image_03.jpeg,Gemini,AI,Real,0.6291472315788269
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/2/image_04.jpeg,Gemini,AI,Real,0.6190369129180908
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/2/image_05.jpeg,Gemini,AI,AI,0.6043636202812195
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/2/image_06.jpeg,Gemini,AI,Real,0.7366331219673157
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/2/image_07.jpeg,Gemini,AI,Real,0.6227948665618896
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/2/image_08.jpeg,Gemini,AI,Real,0.5884573459625244
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/2/image_09.jpeg,Gemini,AI,Real,0.6920797824859619
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/20/image_01.jpeg,Gemini,AI,Real,0.7180459499359131
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/20/image_02.jpeg,Gemini,AI,Real,0.7788758277893066
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/20/image_03.jpeg,Gemini,AI,Real,0.7888214588165283
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/20/image_04.jpeg,Gemini,AI,Real,0.6746453046798706
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/20/image_05.jpeg,Gemini,AI,Real,0.7242339849472046
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/20/image_06.jpeg,Gemini,AI,Real,0.8420232534408569
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/20/image_07.jpeg,Gemini,AI,Real,0.7789225578308105
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/20/image_08.jpeg,Gemini,AI,Real,0.8122881054878235
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/20/image_09.jpeg,Gemini,AI,Real,0.6984946727752686
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/21/image_01.jpeg,Gemini,AI,AI,0.5853597521781921
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/21/image_02.jpeg,Gemini,AI,AI,0.609380304813385
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/21/image_03.jpeg,Gemini,AI,AI,0.6333713531494141
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/21/image_04.jpeg,Gemini,AI,AI,0.5851196050643921
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/21/image_05.jpeg,Gemini,AI,Real,0.565284252166748
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/21/image_06.jpeg,Gemini,AI,AI,0.566828727722168
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/21/image_07.jpeg,Gemini,AI,Real,0.5598408579826355
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/21/image_08.jpeg,Gemini,AI,Real,0.6729109287261963
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/21/image_09.jpeg,Gemini,AI,Real,0.5461456775665283
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/22/image_01.jpeg,Gemini,AI,Real,0.688327968120575
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/22/image_02.jpeg,Gemini,AI,Real,0.7190518379211426
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/22/image_03.jpeg,Gemini,AI,Real,0.6686819791793823
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/22/image_04.jpeg,Gemini,AI,Real,0.6938613653182983
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/22/image_05.jpeg,Gemini,AI,Real,0.6893864274024963
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/22/image_06.jpeg,Gemini,AI,Real,0.7058907747268677
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/22/image_07.jpeg,Gemini,AI,Real,0.7511005401611328
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/22/image_08.jpeg,Gemini,AI,Real,0.8197906017303467
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/22/image_09.jpeg,Gemini,AI,Real,0.7263569831848145
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/23/image_01.jpeg,Gemini,AI,Real,0.9478859901428223
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/23/image_02.jpeg,Gemini,AI,Real,0.9284223914146423
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/23/image_03.jpeg,Gemini,AI,AI,0.5300161838531494
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/23/image_04.jpeg,Gemini,AI,Real,0.9320629239082336
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/23/image_05.jpeg,Gemini,AI,Real,0.8950877785682678
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/23/image_06.jpeg,Gemini,AI,Real,0.8431704044342041
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/23/image_07.jpeg,Gemini,AI,Real,0.7174264788627625
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/23/image_08.jpeg,Gemini,AI,Real,0.8777151703834534
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/23/image_09.jpeg,Gemini,AI,Real,0.8919734358787537
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/24/image_01.jpeg,Gemini,AI,AI,0.5064882040023804
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/24/image_02.jpeg,Gemini,AI,Real,0.7669324278831482
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/24/image_03.jpeg,Gemini,AI,Real,0.7500447034835815
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/24/image_04.jpeg,Gemini,AI,Real,0.7430649995803833
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/24/image_05.jpeg,Gemini,AI,AI,0.7873554229736328
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/24/image_06.jpeg,Gemini,AI,Real,0.7442458868026733
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/24/image_07.jpeg,Gemini,AI,Real,0.6852905750274658
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/24/image_08.jpeg,Gemini,AI,Real,0.6899162530899048
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/24/image_09.jpeg,Gemini,AI,Real,0.853570818901062
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/25/image_01.jpeg,Gemini,AI,Real,0.9190018177032471
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/25/image_02.jpeg,Gemini,AI,Real,0.9779362678527832
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/25/image_03.jpeg,Gemini,AI,Real,0.9921899437904358
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/25/image_04.jpeg,Gemini,AI,Real,0.5508714914321899
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/25/image_05.jpeg,Gemini,AI,Real,0.7918654680252075
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/25/image_06.jpeg,Gemini,AI,Real,0.9570095539093018
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/25/image_07.jpeg,Gemini,AI,Real,0.8142240047454834
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/25/image_08.jpeg,Gemini,AI,Real,0.9958080053329468
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/25/image_09.jpeg,Gemini,AI,Real,0.8908788561820984
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/26/image_01.jpeg,Gemini,AI,AI,0.6196122169494629
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/26/image_02.jpeg,Gemini,AI,AI,0.6814846992492676
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/26/image_03.jpeg,Gemini,AI,Real,0.5804319381713867
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/26/image_04.jpeg,Gemini,AI,AI,0.8264811635017395
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/26/image_05.jpeg,Gemini,AI,AI,0.8071665167808533
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/26/image_06.jpeg,Gemini,AI,AI,0.6952877640724182
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/26/image_07.jpeg,Gemini,AI,AI,0.7979046702384949
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/26/image_08.jpeg,Gemini,AI,AI,0.8446952700614929
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/26/image_09.jpeg,Gemini,AI,AI,0.8684262633323669
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/27/image_01.jpeg,Gemini,AI,Real,0.9239379167556763
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/27/image_02.jpeg,Gemini,AI,Real,0.6235962510108948
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/27/image_03.jpeg,Gemini,AI,Real,0.960480809211731
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/27/image_04.jpeg,Gemini,AI,Real,0.7361421585083008
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/27/image_05.jpeg,Gemini,AI,Real,0.9406837224960327
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/27/image_06.jpeg,Gemini,AI,Real,0.7391228675842285
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/27/image_07.jpeg,Gemini,AI,Real,0.6020938754081726
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/27/image_08.jpeg,Gemini,AI,Real,0.8757494688034058
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gemini/27/image_09.jpeg,Gemini,AI,Real,0.7753098607063293
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gpt/0001.jpeg,GPT,AI,Real,0.9614655375480652
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gpt/0002.jpeg,GPT,AI,Real,0.9925822019577026
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gpt/0003.jpeg,GPT,AI,Real,0.9720825552940369
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gpt/0004.jpeg,GPT,AI,Real,0.997844934463501
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gpt/0005.jpeg,GPT,AI,Real,0.9929531216621399
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gpt/0006.jpeg,GPT,AI,Real,0.9542466998100281
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gpt/0007.jpeg,GPT,AI,Real,0.9560381770133972
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gpt/0008.jpeg,GPT,AI,Real,0.9934551119804382
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gpt/0009.jpeg,GPT,AI,Real,0.913223385810852
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gpt/0010.jpeg,GPT,AI,Real,0.9861984252929688
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gpt/0011.jpeg,GPT,AI,Real,0.9681255221366882
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gpt/0012.jpeg,GPT,AI,Real,0.898309588432312
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gpt/0013.jpeg,GPT,AI,Real,0.9954754710197449
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gpt/0014.jpeg,GPT,AI,Real,0.9951037168502808
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gpt/0015.jpeg,GPT,AI,Real,0.9879702925682068
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gpt/0016.jpeg,GPT,AI,Real,0.9765341281890869
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gpt/0017.jpeg,GPT,AI,Real,0.990828275680542
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gpt/0018.jpeg,GPT,AI,Real,0.9727666974067688
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gpt/0019.jpeg,GPT,AI,Real,0.9901948571205139
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gpt/0020.jpeg,GPT,AI,Real,0.9993313550949097
/Users/md.minhajulislampranto/Desktop/ML_Research_project/dataset/AI/gpt/0021.jpeg,GPT,AI,Real,0.996346652507782
